Promedio_Anual,Calificacion_Cualitativa,Edad,Genero,Anio_Escolar,Periodo_Lectivo,Numero_Inasistencias,Porc_Asistencia_Refuerzo,Estado_Salud_Emocional,Acompanamiento_Integral,Animacion_Lectura,Orientacion_Vocacional,Participacion_Extracurriculares,Materias_Refuerzo,Cantidad_Proyectos,Tareas_Refuerzo_Porc,Acceso_Transporte_Privado,Uso_Comedor_Estudiantil,Acceso_Recursos_Tecnologicos,Participacion_Eventos_Culturales,Estrato_Socioeconomico,Categoria_Rendimiento
5.66,C+,15,Femenino,Decimo,2023-2024,6,0,0,D+,B+,B-,0,0,2,0,No,Ocasional,No,1,Media,Bueno
6.64,B-,13,Femenino,Octavo,2023-2024,5,0,0,D-,C+,B+,0,0,4,0,Si,Nunca,Si,1,Alta,Bueno
7.63,B+,14,Femenino,Noveno,2023-2024,6,80,0,B+,B+,B-,1,1,2,94,No,Diario,Si,1,Media,MuyBajo
6.72,B-,14,Masculino,Octavo,2023-2024,5,0,1,B+,B+,A-,2,0,1,0,Si,Diario,Si,2,Baja,Bueno
5.81,C+,16,Femenino,Decimo,2023-2024,6,0,1,D+,B-,E+,0,0,4,0,Si,Ocasional,No,2,Media,Bajo
6.82,B-,14,Masculino,Noveno,2022-2023,7,96,0,A-,C-,B+,3,2,2,88,Si,Ocasional,No,1,Media,Bajo
6.48,C+,17,Masculino,Primero de Bachillerato,2023-2024,9,0,0,D+,C+,B-,4,0,4,0,Si,Ocasional,No,0,Media,Bajo
6.05,C+,14,Masculino,Octavo,2022-2023,6,0,2,B-,B+,B+,4,0,1,0,No,Ocasional,Si,1,Media,Bueno
8.27,B+,19,Femenino,Tercero de Bachillerato,2023-2024,9,0,0,B-,B-,A-,3,0,0,0,Si,Ocasional,Si,1,Media,Bajo
5.77,C+,14,Femenino,Noveno,2023-2024,5,0,0,A-,C+,C+,3,0,0,0,No,Nunca,Si,2,Media,Sobresaliente
7.96,B+,17,Masculino,Primero de Bachillerato,2023-2024,7,0,0,B-,C+,D+,5,0,0,0,No,Ocasional,Si,1,Media,Bajo
6.14,C+,18,Femenino,Tercero de Bachillerato,2023-2024,10,0,1,C-,C-,C-,2,0,1,0,No,Nunca,Si,1,Media,MuyBajo
7.34,B-,19,Femenino,Tercero de Bachillerato,2022-2023,11,0,0,B+,C+,C-,3,0,2,0,No,Nunca,Si,1,Media,Bajo
7.73,B+,13,Femenino,Octavo,2023-2024,5,0,0,B+,C-,A+,0,0,2,0,Si,Ocasional,Si,0,Media,Variable
6.61,B-,14,Femenino,Noveno,2022-2023,7,96,0,C+,C+,A-,0,1,2,62,Si,Diario,Si,1,Media,Bajo
5.32,C-,16,Femenino,Decimo,2022-2023,8,80,0,D-,C-,C+,0,3,1,58,Si,Nunca,Si,1,Alta,Bueno
7.98,B+,18,Femenino,Segundo de Bachillerato,2023-2024,9,0,0,B+,C+,C+,3,0,3,0,No,Nunca,Si,2,Media,Bajo
8.48,B+,19,Femenino,Tercero de Bachillerato,2023-2024,9,0,0,C-,B+,C-,3,0,2,0,Si,Ocasional,Si,3,Alta,MuyBajo
6.67,B-,15,Femenino,Noveno,2022-2023,6,0,0,B-,B+,B-,1,0,2,0,No,Diario,Si,2,Media,Bajo
5.4,C-,14,Femenino,Noveno,2023-2024,5,0,1,D-,D+,C-,1,0,0,0,Si,Diario,Si,1,Media,Bajo
7.1,B-,15,Femenino,Decimo,2023-2024,7,90,0,C+,B-,B-,1,3,1,88,No,Ocasional,No,1,Media,Sobresaliente
7.13,B-,15,Femenino,Noveno,2022-2023,6,0,0,A+,C-,D-,2,0,2,0,No,Diario,Si,2,Media,Bajo
6.43,C+,17,Masculino,Primero de Bachillerato,2022-2023,8,0,1,B-,B+,A-,4,0,0,0,Si,Nunca,Si,1,Alta,Bajo
5.22,C-,13,Masculino,Octavo,2022-2023,5,0,0,C+,C+,C+,3,0,2,0,Si,Diario,Si,1,Media,Variable
5.01,C-,14,Masculino,Noveno,2022-2023,8,69,0,C+,D-,C-,2,1,1,73,Si,Nunca,No,0,Media,Sobresaliente
4.74,C-,14,Masculino,Noveno,2023-2024,6,0,1,C+,C-,B-,1,0,4,0,No,Ocasional,Si,1,Media,Bueno
6.9,B-,14,Femenino,Noveno,2023-2024,5,0,0,B-,C+,C-,2,0,4,0,Si,Ocasional,Si,1,Media,Bajo
6.28,C+,15,Femenino,Decimo,2022-2023,8,0,0,A-,C+,D-,1,0,4,0,No,Nunca,Si,0,Media,Bajo
6.8,B-,14,Femenino,Octavo,2023-2024,4,63,0,A-,C+,C-,0,2,4,74,No,Diario,Si,2,Media,Bueno
9.43,A-,15,Masculino,Decimo,2022-2023,7,69,0,C-,B-,B+,1,3,2,88,Si,Ocasional,Si,0,Media,Bajo
7.14,B-,15,Femenino,Decimo,2023-2024,6,56,0,B+,A+,B-,2,1,1,86,Si,Ocasional,Si,1,Media,Sobresaliente
8.51,A-,17,Femenino,Segundo de Bachillerato,2022-2023,9,0,0,B-,B+,C+,2,0,2,0,Si,Diario,No,2,Media,Bueno
5.51,C+,15,Femenino,Noveno,2022-2023,7,0,0,C-,B+,C-,3,0,0,0,No,Ocasional,No,2,Baja,Bueno
7.9,B+,18,Masculino,Tercero de Bachillerato,2023-2024,9,0,0,C+,B-,C+,3,0,0,0,No,Nunca,Si,2,Media,Bajo
6.56,B-,14,Femenino,Noveno,2023-2024,5,0,0,B-,B+,B+,1,0,2,0,No,Ocasional,Si,2,Alta,Bajo
5.53,C+,16,Femenino,Decimo,2022-2023,8,0,0,D+,D+,C+,2,0,2,0,No,Diario,Si,0,Media,Bueno
6.73,B-,17,Femenino,Primero de Bachillerato,2022-2023,8,0,0,C-,C+,B-,2,0,2,0,Si,Diario,Si,0,Media,Bueno
8.4,B+,17,Femenino,Primero de Bachillerato,2023-2024,8,0,0,C+,B+,C+,4,0,1,0,Si,Ocasional,Si,0,Media,Bueno
7.41,B-,14,Masculino,Noveno,2022-2023,7,93,0,B-,C+,B+,1,1,0,74,Si,Nunca,Si,0,Media,Bajo
7.79,B+,17,Femenino,Segundo de Bachillerato,2022-2023,10,0,1,B+,C+,B+,2,0,4,0,Si,Diario,Si,3,Media,Bajo
5.87,C+,17,Femenino,Primero de Bachillerato,2023-2024,8,0,0,E+,B-,D-,3,0,2,0,Si,Ocasional,Si,1,Media,Bueno
7.85,B+,17,Femenino,Segundo de Bachillerato,2023-2024,8,0,0,A+,B+,C-,4,0,1,0,No,Ocasional,Si,3,Media,Bajo
5.67,C+,14,Femenino,Noveno,2023-2024,6,56,1,B-,C+,C+,3,2,3,93,Si,Ocasional,No,2,Media,Sobresaliente
7.41,B-,17,Masculino,Segundo de Bachillerato,2022-2023,9,0,0,B-,C+,C-,3,0,4,0,No,Diario,No,1,Media,Bajo
6.94,B-,13,Femenino,Octavo,2023-2024,5,0,0,A-,C-,D-,3,0,2,0,Si,Nunca,Si,0,Alta,Bajo
8.9,A-,17,Femenino,Segundo de Bachillerato,2023-2024,9,0,0,B-,B-,B-,4,0,0,0,No,Ocasional,No,1,Baja,Bajo
6.82,B-,15,Masculino,Decimo,2023-2024,6,0,0,C+,C-,C+,3,0,3,0,No,Nunca,Si,1,Baja,Bajo
5.59,C+,13,Femenino,Octavo,2023-2024,5,0,1,B-,B+,C+,2,0,4,0,Si,Nunca,Si,2,Media,Bueno
5.53,C+,14,Masculino,Noveno,2023-2024,7,0,0,C+,C-,D+,1,0,0,0,No,Ocasional,Si,1,Media,Bajo
9.97,A+,17,Femenino,Segundo de Bachillerato,2022-2023,9,0,0,B-,A-,B-,3,0,3,0,Si,Ocasional,No,3,Media,Bajo
6.3,C+,14,Femenino,Noveno,2022-2023,7,0,0,C+,D+,C+,1,0,1,0,No,Nunca,No,2,Media,Bajo
6.65,B-,16,Femenino,Decimo,2022-2023,7,80,2,C+,B-,A+,3,1,4,71,Si,Ocasional,No,0,Media,Bueno
5.31,C-,14,Masculino,Noveno,2022-2023,7,0,0,C+,C+,A+,3,0,1,0,No,Ocasional,Si,2,Media,MuyBajo
5.81,C+,13,Femenino,Octavo,2023-2024,4,0,1,C+,C-,C+,3,0,4,0,No,Diario,Si,0,Baja,Bueno
7.16,B-,16,Femenino,Decimo,2022-2023,8,70,0,B+,B-,B-,0,2,3,61,No,Ocasional,Si,1,Baja,Bajo
7.9,B+,15,Femenino,Decimo,2023-2024,6,93,0,A-,C+,B-,3,2,0,81,Si,Nunca,Si,2,Alta,Bueno
8.21,B+,18,Femenino,Tercero de Bachillerato,2023-2024,9,0,1,A+,C+,C-,2,0,0,0,No,Diario,Si,3,Media,Bajo
5.84,C+,13,Femenino,Octavo,2022-2023,5,0,1,B-,E+,A-,3,0,2,0,Si,Nunca,Si,2,Media,Bajo
5.94,C+,18,Femenino,Tercero de Bachillerato,2023-2024,10,0,1,B-,C-,D-,2,0,2,0,Si,Diario,No,1,Media,Bajo
5.82,C+,13,Femenino,Octavo,2022-2023,6,0,0,D+,B+,C+,3,0,2,0,Si,Ocasional,Si,2,Media,Bajo
5.24,C-,13,Femenino,Octavo,2022-2023,5,89,1,E+,E+,B-,3,1,2,68,No,Ocasional,No,0,Baja,MuyBajo
7.18,B-,16,Femenino,Decimo,2023-2024,6,50,0,C-,B+,B-,2,1,1,68,No,Ocasional,No,0,Baja,Bueno
5.34,C-,13,Femenino,Octavo,2023-2024,5,90,2,B-,D+,A+,2,3,3,74,Si,Nunca,No,1,Media,Bajo
4.79,C-,14,Femenino,Noveno,2022-2023,6,0,0,C-,C+,B+,1,0,1,0,No,Nunca,Si,1,Media,Bajo
6.09,C+,17,Femenino,Segundo de Bachillerato,2023-2024,9,0,0,B-,E+,A-,3,0,1,0,No,Diario,Si,2,Media,Bajo
6.15,C+,16,Masculino,Primero de Bachillerato,2022-2023,10,0,1,C+,B-,B-,3,0,0,0,No,Diario,No,0,Baja,Bueno
6.24,C+,13,Femenino,Octavo,2023-2024,4,0,0,C+,D+,B+,1,0,3,0,Si,Ocasional,Si,2,Alta,Bajo
6.49,C+,15,Masculino,Noveno,2023-2024,6,0,0,D+,C+,A+,2,0,1,0,No,Ocasional,No,0,Media,MuyBajo
6.48,C+,16,Femenino,Decimo,2022-2023,8,0,0,C-,B-,D+,3,0,4,0,No,Diario,No,2,Media,Bajo
6.0,C+,16,Femenino,Primero de Bachillerato,2022-2023,8,0,0,E+,C+,B-,4,0,3,0,No,Ocasional,Si,2,Media,Sobresaliente
5.6,C+,16,Femenino,Decimo,2022-2023,8,0,1,C-,D+,C-,3,0,1,0,Si,Nunca,Si,1,Alta,Bueno
6.99,B-,13,Femenino,Octavo,2022-2023,6,0,0,B+,C+,C-,0,0,3,0,No,Diario,Si,2,Media,Bajo
5.65,C+,16,Masculino,Decimo,2022-2023,7,0,0,C-,C+,C-,3,0,4,0,No,Diario,No,1,Baja,Sobresaliente
4.85,C-,16,Femenino,Decimo,2022-2023,8,0,0,E-,B-,C+,0,0,4,0,Si,Nunca,Si,0,Media,Bajo
6.37,C+,15,Femenino,Decimo,2023-2024,7,0,1,C-,E+,B+,0,0,3,0,No,Diario,Si,2,Baja,Sobresaliente
6.4,C+,15,Femenino,Noveno,2022-2023,6,59,2,B-,C+,B-,2,2,4,83,Si,Ocasional,No,0,Media,Bueno
5.22,C-,14,Femenino,Octavo,2022-2023,5,0,0,C+,C-,C-,1,0,0,0,Si,Diario,Si,1,Media,Bajo
6.88,B-,16,Femenino,Decimo,2023-2024,7,89,1,C+,A-,B-,0,2,3,84,No,Ocasional,Si,0,Media,Bajo
6.86,B-,18,Femenino,Tercero de Bachillerato,2022-2023,11,0,0,C+,A-,C+,3,0,2,0,No,Ocasional,Si,2,Media,Bueno
7.26,B-,16,Femenino,Primero de Bachillerato,2023-2024,8,60,0,C+,B+,C+,1,3,2,88,Si,Nunca,No,2,Alta,Bajo
5.0,C-,16,Femenino,Decimo,2023-2024,7,0,1,C-,C-,B-,0,0,3,0,Si,Nunca,Si,2,Alta,Sobresaliente
5.58,C+,15,Femenino,Noveno,2022-2023,6,0,0,B+,B-,B-,0,0,2,0,No,Diario,Si,2,Media,Bueno
5.52,C+,15,Femenino,Noveno,2023-2024,5,68,1,B-,C+,C-,3,1,0,58,No,Ocasional,Si,2,Media,Bajo
8.36,B+,15,Femenino,Decimo,2023-2024,7,58,0,C-,A-,A-,2,2,0,66,No,Diario,Si,0,Media,Bajo
7.67,B+,15,Femenino,Noveno,2023-2024,5,0,1,B-,B-,A+,1,0,3,0,Si,Ocasional,No,2,Media,Bueno
7.13,B-,16,Femenino,Primero de Bachillerato,2022-2023,8,66,0,B+,D+,E-,2,2,0,61,Si,Diario,Si,2,Media,Bueno
6.38,C+,14,Masculino,Noveno,2023-2024,5,0,1,C-,B+,C-,2,0,1,0,Si,Diario,Si,2,Media,Bueno
2.36,E+,16,Masculino,Primero de Bachillerato,2023-2024,8,0,2,C-,B+,E+,5,0,3,0,No,Ocasional,Si,0,Media,Bajo
5.79,C+,17,Femenino,Primero de Bachillerato,2022-2023,8,0,0,C-,C-,B+,2,0,2,0,Si,Ocasional,Si,2,Media,Sobresaliente
5.63,C+,13,Femenino,Octavo,2023-2024,5,0,1,E-,B-,B-,0,0,1,0,Si,Nunca,No,0,Baja,Bueno
7.53,B+,14,Femenino,Noveno,2022-2023,7,0,0,B+,B+,A-,3,0,3,0,No,Ocasional,Si,1,Media,Bajo
5.02,C-,14,Femenino,Octavo,2022-2023,5,74,0,A+,B+,E-,3,2,4,66,No,Nunca,No,0,Baja,Bajo
7.18,B-,17,Femenino,Segundo de Bachillerato,2023-2024,8,0,0,B+,B+,B+,3,0,3,0,Si,Ocasional,No,2,Media,Bueno
6.05,C+,14,Femenino,Octavo,2022-2023,6,83,0,B-,A-,B+,0,1,2,84,No,Diario,Si,2,Media,Variable
8.33,B+,14,Femenino,Noveno,2023-2024,6,0,0,A+,B-,B-,2,0,2,0,No,Diario,Si,1,Media,Bajo
3.66,D+,13,Femenino,Octavo,2023-2024,5,91,0,D-,D+,D-,3,2,1,99,No,Diario,Si,2,Media,Bajo
8.25,B+,18,Femenino,Segundo de Bachillerato,2022-2023,9,0,0,C+,C+,C+,3,0,1,0,Si,Nunca,Si,3,Media,Variable
6.87,B-,14,Masculino,Noveno,2023-2024,7,0,0,B-,D-,C+,1,0,0,0,No,Ocasional,Si,2,Baja,Bueno
5.42,C-,14,Femenino,Noveno,2023-2024,5,0,2,D+,D-,B+,3,0,4,0,No,Ocasional,Si,0,Media,Bajo
6.28,C+,18,Femenino,Tercero de Bachillerato,2022-2023,11,0,0,C+,D+,B-,3,0,2,0,Si,Ocasional,No,1,Media,Bueno
5.9,C+,18,Femenino,Tercero de Bachillerato,2023-2024,9,0,0,C+,C-,C+,1,0,4,0,No,Ocasional,No,1,Media,Bajo
7.17,B-,13,Femenino,Octavo,2022-2023,5,88,0,C-,A-,C+,1,3,0,90,Si,Ocasional,Si,0,Media,MuyBajo
5.77,C+,15,Femenino,Decimo,2022-2023,7,74,0,C-,C-,B+,1,1,2,94,No,Ocasional,Si,0,Media,Bajo
6.05,C+,14,Masculino,Noveno,2022-2023,7,92,0,B-,B-,A-,1,3,3,79,No,Ocasional,No,1,Media,MuyBajo
4.15,D+,14,Femenino,Octavo,2022-2023,6,0,2,B-,B-,C+,2,0,0,0,No,Nunca,No,0,Media,Variable
5.96,C+,15,Femenino,Decimo,2022-2023,7,0,0,C-,B-,B+,3,0,2,0,Si,Diario,No,1,Media,MuyBajo
6.96,B-,13,Femenino,Octavo,2023-2024,5,0,1,D+,A-,A-,2,0,3,0,No,Diario,No,0,Baja,Bajo
6.71,B-,13,Femenino,Octavo,2023-2024,5,62,0,C-,A+,C-,3,1,0,91,No,Ocasional,Si,1,Media,Bajo
5.05,C-,16,Femenino,Primero de Bachillerato,2023-2024,8,0,2,D+,B+,C-,2,0,0,0,Si,Diario,No,2,Media,Bajo
6.48,C+,15,Masculino,Decimo,2022-2023,9,0,1,B+,C-,B-,3,0,0,0,Si,Nunca,No,0,Media,Bueno
6.36,C+,14,Femenino,Noveno,2022-2023,6,0,1,B-,D+,B+,2,0,0,0,No,Nunca,Si,1,Media,Bajo
6.15,C+,15,Femenino,Decimo,2022-2023,7,0,0,B-,C+,C+,0,0,3,0,Si,Ocasional,Si,0,Media,Bajo
7.56,B+,13,Femenino,Octavo,2022-2023,5,94,0,B-,C+,B+,2,2,4,86,No,Ocasional,Si,0,Media,Bueno
9.35,A-,17,Femenino,Primero de Bachillerato,2022-2023,9,0,0,C-,A+,B-,4,0,3,0,No,Nunca,Si,1,Media,Bajo
7.2,B-,14,Femenino,Octavo,2023-2024,4,84,0,B+,B-,C+,1,1,3,74,Si,Nunca,Si,2,Media,MuyBajo
6.2,C+,17,Femenino,Segundo de Bachillerato,2022-2023,10,0,0,E+,C-,D-,3,0,2,0,Si,Nunca,Si,3,Media,Bueno
6.07,C+,17,Femenino,Segundo de Bachillerato,2022-2023,9,0,1,B-,B+,C+,1,0,4,0,Si,Nunca,Si,2,Alta,Bajo
6.88,B-,13,Femenino,Octavo,2023-2024,4,79,0,B+,C+,B+,2,3,4,62,Si,Ocasional,Si,0,Media,Bajo
5.72,C+,16,Femenino,Primero de Bachillerato,2022-2023,9,0,2,B-,B+,B-,2,0,3,0,No,Ocasional,No,1,Baja,Bajo
5.94,C+,13,Femenino,Octavo,2023-2024,5,81,0,D-,C+,B+,0,3,1,78,Si,Ocasional,Si,2,Media,Bueno
5.86,C+,13,Femenino,Octavo,2023-2024,4,0,1,B+,C+,B+,1,0,4,0,No,Diario,No,0,Baja,Bajo
4.18,D+,13,Femenino,Octavo,2023-2024,5,0,1,B-,C-,C+,3,0,4,0,No,Diario,Si,0,Media,Bajo
7.24,B-,18,Femenino,Segundo de Bachillerato,2022-2023,10,0,0,C+,B-,B-,4,0,3,0,Si,Ocasional,No,3,Media,Variable
6.72,B-,14,Masculino,Noveno,2023-2024,5,71,0,C+,D-,C+,1,2,0,100,No,Diario,Si,2,Media,Bueno
5.12,C-,15,Femenino,Decimo,2022-2023,7,0,1,E+,B-,D+,1,0,4,0,No,Ocasional,No,2,Baja,Bueno
5.1,C-,14,Femenino,Noveno,2023-2024,5,0,1,A-,C+,B-,1,0,0,0,No,Ocasional,No,0,Media,Bajo
6.39,C+,17,Femenino,Primero de Bachillerato,2022-2023,8,0,0,A-,C+,C-,4,0,0,0,Si,Ocasional,Si,2,Media,Bajo
5.94,C+,14,Femenino,Noveno,2022-2023,6,0,1,B-,B-,D+,1,0,1,0,Si,Diario,No,2,Media,Bajo
6.16,C+,16,Femenino,Primero de Bachillerato,2023-2024,7,0,1,B-,B-,C-,1,0,0,0,Si,Ocasional,No,1,Media,Bueno
6.37,C+,15,Masculino,Decimo,2023-2024,8,60,0,C+,D+,D+,1,1,4,57,Si,Diario,Si,1,Baja,Bueno
6.27,C+,17,Femenino,Primero de Bachillerato,2023-2024,7,0,1,C-,B+,D-,1,0,3,0,No,Ocasional,Si,0,Media,Bueno
6.89,B-,14,Femenino,Noveno,2022-2023,7,70,1,A+,B+,D-,0,3,1,86,No,Ocasional,No,2,Baja,Bueno
5.12,C-,14,Femenino,Noveno,2022-2023,6,98,1,C+,E-,C-,0,3,0,61,Si,Nunca,Si,1,Alta,Bueno
6.67,B-,16,Femenino,Primero de Bachillerato,2023-2024,8,0,1,A-,B-,C+,2,0,1,0,Si,Nunca,Si,1,Alta,Bueno
7.31,B-,15,Masculino,Noveno,2022-2023,7,85,0,C+,B-,C+,2,2,0,65,No,Diario,Si,2,Baja,Bajo
6.29,C+,13,Femenino,Octavo,2022-2023,5,0,0,B-,B-,B+,3,0,0,0,Si,Diario,Si,0,Media,Bueno
6.23,C+,15,Femenino,Decimo,2023-2024,6,0,1,B-,C+,B+,0,0,1,0,No,Diario,No,0,Baja,Sobresaliente
6.15,C+,14,Femenino,Noveno,2023-2024,6,76,1,B+,D+,D+,3,3,1,58,Si,Ocasional,Si,0,Media,Bueno
6.54,B-,16,Femenino,Decimo,2023-2024,7,0,0,B-,B+,B-,3,0,1,0,Si,Ocasional,No,1,Media,Bueno
5.66,C+,16,Femenino,Primero de Bachillerato,2023-2024,7,0,2,B+,C+,B-,2,0,3,0,No,Diario,Si,2,Media,Bajo
6.34,C+,18,Femenino,Segundo de Bachillerato,2022-2023,9,0,0,A-,B+,C-,3,0,3,0,No,Ocasional,Si,2,Alta,Bajo
6.7,B-,15,Masculino,Decimo,2023-2024,8,0,1,D+,B-,C+,2,0,0,0,No,Diario,Si,0,Media,Bueno
6.99,B-,14,Femenino,Octavo,2022-2023,5,89,1,C+,B-,A-,2,3,3,82,Si,Ocasional,Si,0,Alta,Bajo
5.67,C+,14,Femenino,Octavo,2022-2023,5,0,1,B+,B+,C+,2,0,1,0,Si,Diario,No,0,Media,Bueno
6.99,B-,15,Femenino,Decimo,2022-2023,7,93,0,A-,C+,C+,3,2,0,61,Si,Ocasional,Si,0,Alta,MuyBajo
7.03,B-,16,Femenino,Primero de Bachillerato,2022-2023,9,68,1,B-,B-,B-,2,2,4,66,No,Ocasional,No,1,Media,Bajo
7.82,B+,13,Femenino,Octavo,2022-2023,5,56,1,B+,C+,B-,0,3,0,61,No,Nunca,Si,0,Media,Bueno
6.42,C+,16,Femenino,Primero de Bachillerato,2023-2024,7,0,1,D-,B+,B-,1,0,3,0,Si,Nunca,Si,0,Alta,Sobresaliente
5.87,C+,14,Masculino,Octavo,2023-2024,6,70,0,B-,C-,B-,4,1,2,97,No,Ocasional,Si,2,Media,Bueno
6.62,B-,13,Femenino,Octavo,2023-2024,4,70,0,C-,C+,B+,1,1,3,65,Si,Ocasional,Si,2,Media,Bajo
5.69,C+,14,Femenino,Noveno,2022-2023,7,0,1,B-,B+,C+,1,0,3,0,Si,Nunca,No,0,Media,Sobresaliente
5.74,C+,17,Femenino,Primero de Bachillerato,2023-2024,8,53,0,C-,D+,D-,4,1,3,63,No,Diario,No,2,Baja,Bajo
5.58,C+,17,Masculino,Segundo de Bachillerato,2022-2023,10,0,1,C+,C-,D-,4,0,3,0,No,Nunca,Si,1,Media,Bueno
6.21,C+,14,Femenino,Octavo,2022-2023,5,0,0,C+,C-,A+,2,0,1,0,No,Diario,No,1,Baja,Bajo
4.27,D+,14,Femenino,Noveno,2022-2023,6,52,1,E-,C+,C+,0,2,3,58,Si,Ocasional,No,0,Baja,MuyBajo
7.02,B-,14,Femenino,Noveno,2023-2024,6,0,1,B+,D+,C-,1,0,1,0,No,Diario,Si,1,Baja,Sobresaliente
6.54,B-,15,Femenino,Decimo,2022-2023,7,0,2,A+,C-,C-,1,0,4,0,Si,Ocasional,Si,2,Media,Bajo
6.46,C+,14,Femenino,Noveno,2022-2023,6,76,1,B-,B+,B-,3,1,3,87,No,Diario,No,1,Baja,Bajo
6.56,B-,13,Masculino,Octavo,2023-2024,4,96,0,C+,C-,B+,4,3,2,65,No,Ocasional,Si,0,Media,Bajo
5.5,C+,14,Masculino,Noveno,2023-2024,7,0,2,C+,C+,B+,2,0,1,0,No,Ocasional,No,2,Media,Bajo
6.37,C+,14,Femenino,Octavo,2022-2023,5,0,1,C+,B+,C+,3,0,0,0,No,Nunca,Si,0,Media,Bajo
5.73,C+,15,Masculino,Decimo,2022-2023,9,99,1,C+,C-,C+,1,2,3,83,Si,Ocasional,Si,1,Media,Bajo
6.95,B-,14,Femenino,Octavo,2022-2023,5,78,0,B-,D-,D+,3,1,0,55,Si,Nunca,Si,2,Alta,Bajo
6.66,B-,15,Masculino,Noveno,2022-2023,8,0,0,B-,D+,C-,4,0,1,0,No,Ocasional,Si,0,Media,Bajo
5.45,C-,16,Femenino,Primero de Bachillerato,2022-2023,9,0,0,B-,B-,E-,2,0,0,0,No,Ocasional,No,2,Baja,Bueno
6.41,C+,13,Femenino,Octavo,2022-2023,6,92,1,C+,C-,C+,2,1,4,95,Si,Diario,No,1,Media,Bueno
5.49,C-,14,Femenino,Octavo,2022-2023,5,0,0,C-,C-,B+,3,0,1,0,No,Ocasional,Si,1,Media,Bueno
7.66,B+,15,Masculino,Noveno,2023-2024,6,61,0,C+,A+,B+,3,3,0,79,No,Diario,Si,2,Media,Variable
5.29,C-,18,Masculino,Segundo de Bachillerato,2023-2024,8,0,1,C-,B-,C+,5,0,2,0,No,Diario,Si,3,Baja,Bajo
6.05,C+,15,Femenino,Noveno,2022-2023,6,0,0,E+,B+,C-,2,0,2,0,No,Ocasional,No,1,Baja,Bueno
5.37,C-,17,Femenino,Primero de Bachillerato,2023-2024,7,0,0,C-,B-,B-,1,0,2,0,No,Diario,No,2,Baja,Bueno
6.05,C+,19,Masculino,Tercero de Bachillerato,2023-2024,9,0,1,C+,C-,E+,4,0,0,0,No,Ocasional,Si,1,Media,Bueno
6.37,C+,18,Femenino,Tercero de Bachillerato,2023-2024,10,0,0,B+,D+,C+,4,0,0,0,No,Ocasional,No,3,Media,Sobresaliente
4.8,C-,15,Femenino,Decimo,2022-2023,8,0,1,B-,B+,B-,1,0,4,0,No,Ocasional,Si,2,Media,Bajo
6.32,C+,14,Femenino,Octavo,2023-2024,4,85,0,A-,C-,B-,1,1,4,71,No,Nunca,Si,0,Media,Bueno
7.31,B-,18,Femenino,Tercero de Bachillerato,2023-2024,10,0,0,B+,A+,D-,2,0,1,0,Si,Nunca,Si,3,Alta,Bueno
5.33,C-,15,Femenino,Decimo,2023-2024,7,0,0,D+,B+,B-,2,0,3,0,Si,Ocasional,No,2,Media,Bueno
9.24,A-,13,Femenino,Octavo,2022-2023,5,0,0,B-,C+,B+,0,0,2,0,Si,Diario,Si,1,Media,Bueno
6.54,B-,14,Femenino,Noveno,2023-2024,6,0,0,C-,C-,C+,0,0,4,0,No,Ocasional,Si,1,Media,Bueno
7.67,B+,17,Masculino,Primero de Bachillerato,2023-2024,9,0,0,C-,A-,D+,4,0,4,0,Si,Nunca,No,1,Baja,Bajo
4.83,C-,18,Femenino,Tercero de Bachillerato,2022-2023,10,0,1,E+,D+,C+,2,0,0,0,Si,Ocasional,Si,2,Media,Bueno
5.95,C+,13,Femenino,Octavo,2022-2023,6,61,2,A-,B+,B-,2,1,2,56,No,Diario,Si,0,Baja,Bueno
4.99,C-,15,Femenino,Decimo,2023-2024,6,0,1,C+,D+,B+,3,0,1,0,No,Nunca,Si,0,Baja,Bueno
4.15,D+,14,Femenino,Octavo,2023-2024,4,0,0,D+,C+,C-,2,0,4,0,No,Ocasional,No,1,Baja,Bueno
6.51,B-,18,Masculino,Tercero de Bachillerato,2022-2023,11,0,0,B+,A-,C-,4,0,3,0,Si,Ocasional,Si,2,Media,Bajo
5.61,C+,15,Masculino,Noveno,2023-2024,7,51,2,E-,B+,B-,3,1,1,54,Si,Nunca,Si,0,Alta,Bueno
6.33,C+,16,Femenino,Decimo,2023-2024,7,0,0,C+,B-,B-,3,0,2,0,Si,Nunca,Si,2,Alta,Bajo
7.4,B-,15,Femenino,Noveno,2023-2024,6,81,0,C-,C-,C+,3,2,1,69,Si,Ocasional,No,2,Media,MuyBajo
7.97,B+,16,Femenino,Primero de Bachillerato,2022-2023,8,0,0,A-,C+,B+,3,0,3,0,No,Diario,Si,0,Baja,Bajo
6.26,C+,17,Femenino,Segundo de Bachillerato,2022-2023,10,0,1,D+,C-,A+,1,0,2,0,No,Diario,Si,1,Media,Bajo
6.55,B-,15,Masculino,Decimo,2023-2024,7,0,0,C+,D+,B+,2,0,1,0,Si,Nunca,Si,2,Media,Sobresaliente
6.05,C+,14,Femenino,Octavo,2023-2024,5,0,0,B+,A+,C+,1,0,1,0,No,Diario,Si,0,Media,Bajo
7.3,B-,15,Femenino,Decimo,2022-2023,7,0,1,B-,B+,C+,0,0,2,0,Si,Ocasional,Si,0,Alta,Bueno
